,id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
310044,310044,19950,3,13.99,681.75,C,C4,54,,2,45564,2,2015/2/1,0,0,184,26,32.5,0,665,669,11,0,0,28121,68.6,27,1,0,2012/8/28,0,1,0,7,10,10,7,18,6,10,21,10,11,0,0,0,1
726346,726346,30000,3,10.49,974.94,B,B2,515,5 years,0,165000,1,2016/10/1,0,0,495,14,8.6,2,680,684,44,0,0,13120,51.3,62,0,0,2012/8/29,0,1,23,5,9,9,7,9,44,12,16,9,44,0,0,0,1
451283,451283,27050,5,17.86,684.84,D,D5,57331,10+ years,1,68000,0,2015/8/1,0,0,273,8,20.01,0,715,719,10,0,0,35433,64.2,29,0,0,2012/8/30,0,1,0,5,6,6,5,6,10,8,16,6,10,0,0,0,1
726452,726452,16000,5,18.99,414.97,D,D4,132,6 years,0,60000,0,2016/3/1,0,4,113,22,9.56,0,660,664,8,0,0,11445,68.5,9,0,0,2012/8/31,4,1,0,4,6,6,4,5,1,6,7,6,8,0,0,0,2
169425,169425,4000,3,13.44,135.63,C,C3,166479,< 1 year,1,48000,2,2016/1/1,0,0,593,38,19.95,0,665,669,8,0,0,4687,66,30,0,0,2012/9/1,0,1,1,3,4,4,3,6,18,5,12,4,8,0,0,0,8
186638,186638,5000,3,13.33,169.27,C,C3,132,9 years,1,70000,0,2015/5/1,1,0,235,8,27.72,2,690,694,11,0,0,7627,61.5,15,1,0,2012/9/2,0,1,2,6,8,8,6,7,4,8,9,8,11,0,0,2,2
627207,627207,7200,3,6.62,221.07,A,A2,346816,3 years,0,31200,1,2012/4/1,1,3,505,10,12.08,0,760,764,6,0,0,1824,16.3,19,1,0,2012/9/3,59070,1,,,,,,,,,,,,,,,
746162,746162,6000,3,10.49,194.99,B,B3,15656,5 years,2,155000,0,2016/9/1,1,0,21,13,8.86,0,660,664,15,4,1,18630,60.1,24,1,0,2012/9/4,0,1,0,8,11,11,8,13,4,14,20,11,15,0,0,0,3
232477,232477,20000,5,22.74,560.83,E,E1,6093,10+ years,1,59859,0,2016/11/1,0,0,80,21,14.25,0,665,669,9,0,0,15147,75.7,14,0,0,2012/9/5,0,1,0,3,4,4,5,5,2,8,12,4,9,0,0,0,1
467848,467848,5400,3,7.26,167.38,A,A4,20167,7 years,0,41500,1,2015/11/1,0,0,327,14,5.64,0,775,779,8,0,0,4616,29,15,0,0,2012/9/6,0,1,0,1,5,5,3,6,2,7,12,5,8,0,0,0,2
351953,351953,8000,3,10.75,260.97,B,B4,1499,3 years,1,55000,2,2016/3/1,0,4,335,8,18.09,0,660,664,5,2,0,7230,74.5,17,1,0,2012/9/7,4,1,1,3,3,3,3,8,4,4,13,3,5,0,0,0,0
128153,128153,12000,3,12.85,403.47,B,B4,4498,10+ years,0,47000,2,2014/2/1,0,4,403,38,11.42,2,660,664,12,0,0,8768,63.1,41,1,0,2012/9/8,4,1,7,5,9,9,5,19,1,11,36,9,12,0,0,1,1
289491,289491,10000,3,9.99,322.63,B,B3,47289,9 years,1,39475,1,2015/9/1,1,4,116,14,25.33,0,680,684,13,0,0,11799,59,21,1,0,2012/9/9,4,1,0,5,7,7,6,6,9,11,12,7,13,0,0,0,3
52711,52711,10000,3,7.49,311.02,A,A4,197984,1 year,2,55000,2,2017/3/1,0,0,43,19,4.28,0,785,789,3,0,0,6695,19.7,13,0,0,2012/9/10,0,1,0,1,1,1,1,4,2,2,8,1,3,0,0,0,1
470501,470501,24000,5,20.39,641.08,D,D4,139461,3 years,0,40000,2,2018/4/1,1,0,184,26,14.86,0,670,674,5,0,0,5334,71.1,13,0,0,2012/9/11,0,1,0,2,3,3,3,6,2,4,7,3,5,0,0,0,3
602531,602531,19350,5,18.92,501.1,D,D4,209266,9 years,1,66000,0,2014/2/1,1,0,141,13,31.7,0,690,694,13,0,0,31096,84.3,35,0,0,2012/9/12,0,1,0,4,6,6,4,10,19,6,16,6,13,0,0,0,0
676040,676040,15000,3,12.59,502.46,C,C2,7397,5 years,0,84800,0,2015/12/1,0,0,330,21,12.87,0,680,684,14,0,0,15697,50.8,32,0,0,2012/9/13,0,1,5,3,9,9,4,14,6,12,25,9,14,0,0,0,3
375595,375595,2200,3,11.44,72.49,B,B4,3608,6 years,1,75000,2,2016/12/1,0,9,161,14,17.55,1,675,679,10,0,0,16768,76.9,30,0,0,2012/9/14,10,1,0,5,8,8,5,12,9,9,20,8,10,0,0,0,0
155677,155677,35000,3,21.49,1327.45,D,D5,354229,10+ years,0,90000,2,2016/9/1,0,0,481,0,28.21,2,665,669,17,0,0,20625,81.5,25,0,0,2012/9/15,0,1,1,7,13,13,7,9,8,13,16,13,17,0,0,0,1
691141,691141,15000,3,14.33,515.08,C,C1,339430,10+ years,0,75000,0,2012/8/1,0,4,682,2,27.3,0,700,704,14,0,0,19568,45.3,59,1,0,2012/9/16,22313,1,,,,,5,,,,,,14,,,,
179888,179888,3800,3,13.99,129.86,C,C4,29911,10+ years,1,75000,1,2015/8/1,1,5,613,22,12.8,0,665,669,18,0,0,20148,74.1,24,1,0,2012/9/17,6,1,0,8,16,16,9,13,2,17,22,16,18,0,0,0,2
401248,401248,30000,5,21.97,828.06,E,E4,132216,3 years,1,75000,2,2016/5/1,1,0,208,28,43.74,0,690,694,10,0,0,20064,75.7,32,0,0,2012/9/18,0,1,0,2,4,4,3,11,17,5,15,4,10,0,0,0,3
280165,280165,19000,5,18.45,487.14,D,D2,529,10+ years,0,67766,2,2018/5/1,0,4,114,13,25.25,0,710,714,14,0,0,24136,44.8,42,0,0,2012/9/19,4,1,0,2,2,2,3,9,16,10,23,2,14,0,0,0,4
351143,351143,5000,3,7.97,156.62,A,A5,54,,0,25000,0,2017/12/1,0,0,173,32,7.92,0,785,789,8,0,0,1968,4.5,32,0,0,2012/9/20,0,1,0,1,2,2,3,10,11,6,17,2,8,0,0,0,3
665255,665255,10000,3,11.99,332.1,C,C1,3921,5 years,1,48000,1,2016/3/1,0,5,167,8,8.25,0,705,709,6,0,0,3900,48.1,9,0,0,2012/9/21,2,1,0,2,4,4,3,5,2,5,7,4,6,0,0,0,1
225856,225856,5000,3,7.39,155.28,A,A4,65571,10+ years,1,125000,1,2016/3/1,0,3,143,8,0.93,0,700,704,9,0,0,3334,8.1,14,0,0,2012/9/22,3,1,1,3,3,3,7,10,1,8,12,3,9,0,0,0,2
184786,184786,11875,3,5.32,357.62,A,A1,136533,7 years,0,50000,0,2016/4/1,0,0,42,26,20.84,0,770,774,19,0,0,3631,9.4,44,0,0,2012/9/23,0,1,0,5,5,5,9,18,13,15,29,5,19,0,0,0,2
20570,20570,35000,5,13.59,806.97,C,C2,13,2 years,0,225000,1,2017/8/1,0,4,188,23,6.2,1,725,729,12,1,1,13261,34,22,0,0,2012/9/24,4,1,0,2,3,3,3,5,8,8,11,3,12,0,0,0,3
222222,222222,3200,3,13.67,108.86,C,C3,152200,9 years,1,35000,0,2016/3/1,0,4,51,13,10.43,0,705,709,5,0,0,4111,33.7,5,0,0,2012/9/25,4,1,0,3,3,3,4,4,1,4,4,3,5,0,0,0,1
342632,342632,2000,3,7.21,61.95,A,A3,3781,5 years,1,108000,0,2017/8/1,0,5,167,8,15.58,2,680,684,12,0,0,2055,28.9,29,0,0,2012/9/26,6,1,1,1,1,1,5,12,12,8,17,1,12,0,0,0,3
568511,568511,17000,3,13.35,575.67,C,C2,24467,10+ years,0,125000,2,2014/8/1,0,0,251,8,9.93,1,670,674,10,0,0,21734,67.1,43,1,0,2012/9/27,0,1,2,2,5,5,3,14,5,8,34,5,10,0,0,1,2
612365,612365,12000,3,7.35,372.45,A,A4,55,10+ years,1,114000,1,2017/5/1,0,0,511,13,4.97,0,705,709,15,1,0,11809,37.1,23,0,0,2012/9/28,0,1,0,2,4,4,5,6,8,11,15,4,15,0,0,0,2
640855,640855,30000,5,30.65,982.62,F,F4,2165,9 years,0,145000,1,2017/10/1,1,0,266,31,28.73,0,710,714,13,0,0,18636,59.9,19,0,0,2012/9/29,0,1,0,3,4,4,3,4,9,7,8,4,13,0,0,0,3
545707,545707,9000,3,23.88,352.53,E,E2,11157,10+ years,1,85000,0,2018/1/1,1,0,247,32,9.52,0,665,669,12,0,0,42433,56.1,25,1,0,2012/9/30,0,1,0,5,5,5,10,17,4,12,21,5,12,0,0,0,3
151523,151523,18225,5,19.97,482.55,D,D5,120305,7 years,2,45712,1,2014/1/1,0,0,71,9,14.68,0,675,679,4,0,0,8703,,9,0,0,2012/10/1,0,1,1,1,1,1,1,4,3,2,5,1,4,0,0,0,0
719534,719534,10000,3,9.76,321.55,B,B1,348174,10+ years,0,74000,0,2012/4/1,0,2,98,19,22.25,0,720,724,5,1,1,380,10.9,27,1,0,2012/10/2,59699,1,,,,,,,,,,,,,,,
580162,580162,25000,3,13.67,850.44,C,C3,82,2 years,0,133000,0,2016/2/1,0,0,134,8,23.79,0,720,724,14,0,0,17583,34.8,27,0,0,2012/10/3,0,1,4,5,5,5,9,16,4,10,20,5,14,0,0,0,4
469457,469457,4500,3,10.99,147.31,B,B4,241079,2 years,1,39000,0,2010/5/1,1,5,436,8,14.34,0,705,709,5,0,0,2592,69,7,1,0,2012/10/4,14929,1,,,,,,,,,,,,,,,
457231,457231,10600,3,8.18,333.05,B,B1,80,3 years,2,45000,0,2015/7/1,0,4,542,14,19.25,4,705,709,14,0,0,11599,27.4,33,0,0,2012/10/5,4,1,0,3,6,6,4,7,5,12,27,6,14,0,0,0,1
81506,81506,15000,3,13.33,507.8,C,C3,20491,10+ years,1,40000,0,2015/6/1,1,4,32,21,17.56,0,670,674,10,0,0,10068,61.8,10,1,0,2012/10/6,4,1,0,5,8,8,5,5,2,8,8,8,10,0,0,0,1
138513,138513,18000,3,12.69,603.81,C,C2,6185,4 years,1,60000,1,2015/9/1,0,0,124,13,24.88,0,670,674,21,0,0,20282,63.8,37,0,0,2012/10/7,0,1,0,3,10,10,3,10,14,14,23,10,21,0,0,0,0
397994,397994,21000,3,9.49,672.6,B,B2,82,10+ years,1,91300,2,2015/1/1,0,4,460,27,15.64,0,705,709,13,0,0,24299,43,14,0,0,2012/10/8,4,1,0,5,11,11,5,5,2,11,11,8,13,,0,0,5
104186,104186,14500,3,12.69,486.41,C,C2,151,5 years,1,80000,2,2015/10/1,0,0,268,8,25.31,0,700,704,16,0,0,18399,75.7,40,1,0,2012/10/9,0,1,0,3,4,4,3,10,25,5,15,4,16,0,0,0,1
715257,715257,32300,3,12.69,1083.5,C,C2,65893,3 years,0,70260,2,2015/7/1,0,4,116,14,10.5,1,660,664,10,1,1,19629,69.1,28,0,0,2012/10/10,4,1,1,7,9,9,7,11,1,10,21,9,10,0,0,1,0
143725,143725,2000,3,11.99,66.42,B,B5,789,7 years,1,34000,2,2014/11/1,0,0,53,19,21.57,0,660,664,9,2,2,1230,31.5,37,0,0,2012/10/11,0,1,2,0,1,1,1,8,14,3,20,1,9,0,0,0,6
562177,562177,10000,3,7.89,312.86,A,A5,9449,4 years,1,32000,1,2015/11/1,0,0,66,14,18.37,0,700,704,5,0,0,12762,71.7,23,0,0,2012/10/12,0,1,1,3,4,4,3,9,9,4,12,4,5,0,0,0,0
356922,356922,10000,5,11.99,222.4,C,C1,738,2 years,0,118000,0,2016/2/1,0,4,277,8,15.36,1,665,669,14,0,0,9099,74.6,31,0,0,2012/10/13,4,1,2,4,5,5,4,8,14,5,11,5,14,0,0,1,0
435483,435483,35000,5,21.18,950.42,E,E3,202453,6 years,0,125000,2,2014/5/1,1,5,135,33,17.72,1,690,694,18,0,0,41825,82.2,46,1,0,2012/10/14,6,1,0,10,10,10,10,19,16,13,28,10,18,0,0,0,2
162161,162161,18000,3,13.67,612.32,B,B5,219278,5 years,1,42400,2,2012/5/1,0,0,347,14,24.17,0,695,699,7,0,0,9322,50.1,11,1,0,2012/10/15,268,1,,,,,,,,,,,,,,,
30999,30999,10000,3,12.62,335.12,C,C1,648,10+ years,1,42000,0,2017/7/1,1,4,150,30,17.97,0,685,689,6,1,1,7121,61.9,11,0,0,2012/10/16,4,1,0,2,3,3,2,2,3,5,8,3,6,0,0,0,4
609621,609621,9600,3,9.99,309.72,B,B3,38370,10+ years,1,34000,1,2015/10/1,1,0,27,12,10.7,0,685,689,5,0,0,8252,57.3,23,0,0,2012/10/17,0,1,0,0,5,5,0,6,6,5,14,5,5,0,0,0,0
40907,40907,6500,3,6.49,199.19,A,A2,165870,1 year,0,85000,0,2016/2/1,0,4,131,6,10.83,1,705,709,12,0,0,18299,35.2,24,0,0,2012/10/18,4,1,1,4,5,5,5,6,7,9,14,5,12,0,0,1,1
405978,405978,13650,5,21,369.28,E,E1,32,1 year,0,52000,1,2013/12/1,0,4,37,23,16.73,0,665,669,12,0,0,22612,83.4,18,1,0,2012/10/19,1123,1,0,7,8,8,7,10,3,9,13,8,12,0,0,0,3
488732,488732,12000,3,15.31,417.81,C,C2,54,10+ years,0,70000,2,2013/6/1,0,1,127,13,25.27,0,695,699,9,0,0,3673,20.1,19,0,0,2012/10/20,39451,1,1,3,4,4,3,9,4,6,12,4,9,0,0,0,1
183026,183026,8150,3,16.29,287.7,D,D1,128714,2 years,0,30000,0,2016/5/1,0,0,893,49,26.16,3,670,674,17,0,0,6194,19.8,28,0,0,2012/10/21,0,1,0,2,3,3,6,7,13,10,11,3,17,0,0,0,1
71485,71485,6000,3,8.39,189.1,A,A5,35104,10+ years,0,65000,0,2014/10/1,1,2,121,14,18,1,775,779,11,0,0,2457,10.6,28,0,0,2012/10/22,5,1,0,1,4,4,2,6,11,7,14,4,11,0,0,0,1
218848,218848,35000,3,11.67,1157,B,B4,197926,< 1 year,0,150000,1,2014/6/1,0,0,390,13,13.13,0,725,729,18,0,0,24445,36.1,33,0,0,2012/10/23,0,1,0,6,8,8,9,17,2,15,28,8,18,0,0,0,1
562519,562519,12000,5,17.57,301.93,D,D4,85788,7 years,0,43500,0,2015/4/1,1,0,359,43,16,0,695,699,5,0,0,6826,94.8,12,0,0,2012/10/24,0,1,0,1,2,2,1,3,5,2,4,2,5,0,0,0,0
602145,602145,27000,3,6.24,824.34,A,A2,2349,7 years,0,80000,0,2015/9/1,0,4,239,7,21.44,0,705,709,10,0,0,22425,58.1,13,1,0,2012/10/25,4,1,0,2,5,5,3,3,5,6,8,5,10,0,0,0,1
624185,624185,10000,3,14.49,344.17,C,C4,26447,9 years,1,85000,2,2014/8/1,1,0,120,21,17.5,0,665,669,13,2,0,9940,48.5,16,1,0,2012/10/26,0,1,0,5,10,10,5,5,5,11,11,10,13,0,0,0,6
379343,379343,10000,5,17.27,249.98,D,D2,13412,10+ years,0,25000,0,2016/4/1,0,2,369,21,24.1,0,670,674,8,0,0,8018,36,16,0,0,2012/10/27,5,1,0,3,3,3,7,7,8,7,8,3,8,0,0,0,3
12615,12615,11775,3,15.02,408.3,C,C3,2112,4 years,0,144000,1,2018/12/1,0,0,744,11,21.15,0,700,704,17,1,1,14641,51.7,25,0,0,2012/10/28,0,1,0,4,8,8,4,6,9,11,14,8,17,0,0,0,4
551212,551212,14000,5,17.09,348.62,D,D1,184,8 years,0,55000,1,2017/9/1,0,0,757,15,17.37,0,680,684,9,0,0,9389,83.1,14,0,0,2012/10/29,0,1,0,4,5,5,5,5,5,6,8,5,9,0,0,0,2
104958,104958,19725,5,14.31,462.15,C,C4,47006,6 years,0,45000,1,2015/1/1,1,0,395,44,18.4,2,670,674,5,0,0,7015,91.1,20,0,0,2012/10/30,0,1,0,2,2,2,3,4,12,3,8,2,5,0,0,0,1
51388,51388,28725,5,21.45,784.4,D,D5,410,10+ years,0,65000,0,2017/10/1,1,0,388,3,29.3,1,720,724,8,0,0,7721,31.1,27,0,0,2012/10/31,0,1,10,3,3,3,3,3,23,4,4,3,8,0,0,0,2
221695,221695,25000,5,28.69,788.84,F,F1,755,10+ years,0,150000,1,2016/10/1,1,0,63,14,26.34,0,660,664,18,0,0,96104,98.7,26,1,0,2012/11/1,0,1,0,11,13,13,11,12,4,14,20,13,18,0,0,0,2
715444,715444,10375,5,25.83,309.59,G,G2,6091,2 years,1,35000,1,2015/5/1,0,3,38,21,25.79,0,675,679,9,0,0,5739,52.7,14,1,0,2012/11/2,3,1,1,3,5,5,3,3,6,7,8,5,9,0,0,0,1
573679,573679,35000,3,11.99,1162.34,C,C1,38,10+ years,0,135000,1,2016/4/1,0,0,412,13,22,0,715,719,12,0,0,48377,74.1,26,1,0,2012/11/3,0,1,0,3,5,5,3,4,12,8,11,5,12,0,0,0,3
771799,771799,10000,3,13.67,340.18,C,C3,1915,1 year,0,48000,1,2016/4/1,1,0,440,34,16.45,0,670,674,4,0,0,5407,80.7,14,0,0,2012/11/4,0,1,1,3,3,3,3,4,10,3,4,3,4,0,0,0,1
252071,252071,12000,3,12.79,403.12,C,C1,354592,10+ years,1,60000,2,2016/9/1,0,0,124,13,29.96,1,700,704,21,0,0,22025,45.9,36,1,0,2012/11/5,0,1,1,7,10,10,7,13,7,18,29,10,21,0,0,1,3
676656,676656,10000,3,10.99,327.34,B,B4,6319,9 years,0,60000,2,2016/8/1,0,0,260,21,19.82,0,670,674,11,0,0,9342,30.4,16,0,0,2012/11/6,0,1,0,6,8,8,6,9,3,8,12,8,11,0,0,0,2
377931,377931,12000,3,9.99,387.15,B,B3,3408,3 years,1,50000,0,2015/10/1,0,0,26,18,20.15,0,690,694,8,0,0,17740,52.8,9,0,0,2012/11/7,0,1,0,5,5,5,6,7,2,6,7,5,8,0,0,0,2
390860,390860,1800,3,7.12,55.68,A,A3,179942,10+ years,1,50000,0,2014/10/1,0,4,511,13,14.09,1,700,704,10,0,0,3189,15.6,27,0,0,2012/11/8,4,1,0,1,2,2,2,9,10,6,17,2,10,0,0,0,1
196187,196187,20000,5,16.01,486.47,C,C5,218300,5 years,1,45000,1,2018/4/1,0,0,74,30,13.31,0,745,749,6,0,0,8071,56.8,15,0,0,2012/11/9,0,1,0,2,2,2,2,4,5,5,9,2,6,0,0,0,1
419686,419686,7000,3,13.98,239.18,C,C3,71548,7 years,0,56545,1,2014/10/1,0,0,405,2,15.7,0,660,664,3,1,1,3579,99.4,24,0,0,2012/11/10,0,1,0,1,2,2,1,10,3,2,19,2,3,0,0,0,0
437272,437272,10000,3,11.99,332.1,B,B3,264287,10+ years,1,110000,0,2013/9/1,0,4,259,19,12.58,0,665,669,16,0,0,7383,39.7,43,1,0,2012/11/11,4,1,7,4,6,6,4,13,9,15,32,6,16,0,0,0,3
486577,486577,15000,3,7.89,469.29,A,A5,20636,3 years,0,150000,0,2015/10/1,0,2,160,4,9.58,1,725,729,7,1,0,60417,72.2,22,0,0,2012/11/12,5,1,0,3,4,4,3,5,8,4,11,4,6,0,0,0,1
20626,20626,24000,5,9.49,503.93,B,B2,363063,5 years,1,90000,1,2016/7/1,0,4,140,8,16.59,0,700,704,15,0,0,22792,71.9,31,1,0,2012/11/13,4,1,1,4,5,5,6,10,14,10,17,5,15,0,0,0,0
391024,391024,11500,3,15.8,403.18,C,C3,318073,< 1 year,2,35000,2,2013/2/1,1,3,160,4,8.51,1,680,684,8,0,0,5245,14.8,12,1,0,2012/11/14,2163,1,0,4,6,6,5,7,2,7,9,6,7,0,1,0,1
393501,393501,16775,5,15.1,399.96,C,C2,220450,9 years,0,55000,2,2013/9/1,0,0,503,8,10.58,0,690,694,8,0,0,12377,69.1,13,1,0,2012/11/15,38,1,0,3,3,3,4,5,2,6,10,3,8,0,0,0,1
766530,766530,24575,5,11.99,546.54,B,B3,265245,4 years,0,56000,1,2013/9/1,1,0,302,30,33.81,0,740,744,14,0,0,24907,41,29,1,0,2012/11/16,4204,1,0,6,7,7,8,15,5,9,19,7,14,0,0,0,2
424884,424884,10000,3,12.49,334.49,B,B4,205699,9 years,1,33000,1,2014/3/1,0,5,149,22,11.75,0,675,679,6,0,0,8583,69.8,18,0,0,2012/11/17,6,1,3,3,4,4,4,10,6,5,12,4,6,0,0,0,0
7372,7372,19200,5,13.99,446.66,C,C3,29,5 years,0,55000,0,2016/8/1,0,4,116,14,20.16,2,670,674,14,0,0,12592,37,30,0,0,2012/11/18,4,1,1,5,6,6,6,9,3,12,26,6,14,0,0,0,2
798640,798640,28000,3,12.35,934.69,B,B4,282826,5 years,0,215000,2,2013/8/1,0,4,111,8,7.62,0,720,724,8,0,0,20277,74.6,22,0,0,2012/11/19,206,1,0,3,3,3,3,5,6,3,7,3,8,0,0,0,4
610742,610742,7200,3,9.17,229.53,B,B2,23197,10+ years,0,70000,1,2015/11/1,0,3,734,24,14.62,0,715,719,12,0,0,10788,41,21,1,0,2012/11/20,3,1,0,4,5,5,7,8,8,10,11,5,12,0,0,0,3
360588,360588,10000,5,15.59,241.01,C,C5,109410,2 years,0,119000,0,2016/8/1,0,2,386,19,5.74,1,675,679,10,1,0,7091,57.7,28,0,0,2012/11/21,5,1,3,4,5,5,4,11,6,7,19,5,10,0,0,0,4
546358,546358,12000,3,17.99,433.77,D,D2,2183,10+ years,1,79000,2,2017/1/1,0,4,376,43,23.77,0,660,664,19,1,1,15396,67.2,46,1,0,2012/11/22,4,1,0,6,12,12,6,12,21,15,24,12,19,0,0,0,5
463303,463303,9250,3,16.55,327.72,D,D2,184,10+ years,0,48289,1,2015/3/1,0,1,274,8,21.65,2,690,694,10,0,0,3513,53.2,24,1,0,2012/11/23,1,1,1,4,4,4,4,7,10,6,12,4,10,0,0,0,1
153700,153700,16800,5,15.31,402.41,C,C5,32,1 year,0,85000,1,2016/4/1,0,0,84,19,15.42,0,665,669,4,0,0,771,77.1,6,0,0,2012/11/24,0,1,0,2,2,2,2,2,3,2,3,2,4,0,0,0,0
76755,76755,10000,3,13.99,341.73,C,C3,374333,2 years,0,45000,1,2016/11/1,0,4,61,31,18.83,0,680,684,7,0,0,5806,73.5,12,0,0,2012/11/25,4,1,1,4,4,4,4,6,4,4,6,4,7,0,0,0,0
119586,119586,21950,5,21.97,605.87,E,E4,2659,< 1 year,2,78000,2,2016/2/1,0,0,104,23,17.38,0,675,679,9,0,0,6454,61.5,22,0,0,2012/11/26,0,1,0,0,3,3,1,3,9,5,11,3,9,0,0,0,3
362886,362886,2000,3,15.04,69.37,C,C4,427,8 years,0,54000,0,2018/4/1,0,5,657,17,17.6,0,695,699,21,0,0,4518,55.1,43,0,0,2012/11/27,6,1,1,1,5,5,1,7,21,5,22,5,20,0,0,0,1
573587,573587,15975,3,22.15,611.34,E,E5,160,10+ years,1,55000,2,2014/10/1,0,0,97,12,30.51,1,730,734,11,0,0,1555,13.2,26,1,0,2012/11/28,0,1,6,0,2,2,1,4,17,3,7,2,11,0,0,1,6
559685,559685,20000,3,9.17,637.58,B,B2,320,10+ years,2,125900,1,2015/8/1,0,4,164,20,13.14,0,660,664,8,0,0,19515,96.1,20,1,0,2012/11/29,4,1,1,4,4,4,4,8,7,4,9,4,8,0,0,0,2
564497,564497,14400,3,7.62,448.73,A,A3,203829,10+ years,0,66000,1,2014/4/1,0,4,240,21,15.86,1,695,699,17,0,0,10921,29.8,29,0,0,2012/11/30,4,1,1,5,11,11,5,6,3,14,23,11,17,0,0,0,2
569763,569763,15425,3,8.18,484.65,B,B1,27404,10+ years,1,72400,1,2015/11/1,0,0,304,8,19.56,0,675,679,5,0,0,3844,54.9,15,1,0,2012/12/1,0,1,1,1,1,1,1,4,8,2,7,1,5,0,0,0,0
425300,425300,22000,3,14.09,752.87,B,B5,221843,7 years,1,63000,0,2012/10/1,0,1,17,13,21.95,0,690,694,15,0,0,8677,46.4,30,1,0,2012/12/2,2045,1,1,3,3,3,5,7,20,7,9,3,15,0,0,0,3
525885,525885,10000,3,11.47,329.62,B,B5,1066,4 years,1,39000,2,2016/3/1,1,4,103,36,28.4,0,760,764,11,0,0,8319,41,17,1,0,2012/12/3,4,1,0,1,3,3,2,2,3,7,12,3,11,0,0,0,1
15404,15404,17000,3,13.35,575.67,C,C2,67,10+ years,0,75000,1,2014/7/1,0,4,488,24,19.89,0,680,684,14,0,0,17486,76,20,1,0,2012/12/4,4,1,0,5,9,9,6,6,5,11,13,10,14,0,0,0,3
421258,421258,5000,3,14.46,172.01,C,C4,152071,10+ years,0,48000,0,2016/3/1,0,2,337,14,8.55,1,665,669,5,0,0,1726,46.6,20,0,0,2012/12/5,5,1,0,1,4,4,1,8,1,5,19,4,5,0,0,1,3
532151,532151,3600,3,7.97,112.77,A,A5,29086,2 years,1,39000,0,2018/1/1,0,5,519,9,15.38,0,770,774,8,0,0,3040,11.9,13,1,0,2012/12/6,6,1,0,2,3,3,2,2,4,7,9,3,8,0,0,0,2
286371,286371,24000,5,15.31,574.88,C,C4,202967,4 years,1,87000,1,2014/4/1,1,4,111,8,12.52,0,685,689,14,0,0,29324,70.7,25,0,0,2012/12/7,4,1,0,7,12,12,7,10,9,13,16,12,14,0,0,0,2
49563,49563,3000,3,10.15,97.02,B,B2,179,7 years,0,74000,0,2014/7/1,0,2,733,39,23.03,0,705,709,9,0,0,12036,58.4,20,1,0,2012/12/8,5,1,0,3,6,6,3,5,9,6,9,6,9,0,0,0,1
546859,546859,17000,3,9.49,544.49,B,B2,360790,10+ years,0,92000,1,2016/7/1,1,0,249,36,11.3,2,675,679,11,0,0,17049,96.3,25,0,0,2012/12/9,0,1,0,8,9,9,8,11,5,9,13,9,11,0,0,0,0
87111,87111,19000,3,9.99,612.99,B,B3,2299,1 year,0,139000,2,2015/4/1,0,0,349,44,19.34,0,675,679,14,0,0,14108,62.1,28,0,0,2012/12/10,0,1,0,5,7,7,6,6,15,9,12,7,14,0,0,0,6
308715,308715,10000,3,13.11,337.47,B,B4,320228,2 years,1,42000,2,2013/1/1,0,0,27,12,11.91,0,715,719,8,0,0,3648,25,16,1,0,2012/12/11,38,1,0,2,3,3,2,7,4,7,12,3,8,0,0,0,2
412749,412749,35000,3,15.61,1223.77,D,D1,182716,2 years,0,96000,2,2014/10/1,1,3,113,22,10.61,0,715,719,9,0,0,23650,38.8,18,0,0,2012/12/12,3,1,0,3,4,4,3,3,11,5,5,4,9,0,0,0,1
425716,425716,8000,3,10.75,260.97,B,B4,58482,10+ years,1,40000,2,2016/2/1,0,0,25,13,9.56,2,690,694,24,0,0,13091,28.6,44,1,0,2012/12/13,0,1,0,5,6,6,14,22,2,22,38,6,24,0,0,0,0
263975,263975,27000,5,17.57,679.33,D,D4,1388,10+ years,0,100000,0,2015/10/1,0,0,73,23,13.22,0,700,704,9,0,0,8488,76.5,17,0,0,2012/12/14,0,1,0,0,1,1,0,1,5,3,7,1,9,0,0,0,1
534478,534478,30000,5,19.19,781.36,E,E3,40481,10+ years,0,158000,1,2015/10/1,0,4,57,9,22.84,0,695,699,19,0,0,297548,78.5,28,0,0,2012/12/15,4,1,0,7,9,9,8,9,5,16,21,9,18,0,0,0,1
584289,584289,20000,3,11.67,661.14,B,B4,150539,10+ years,1,72500,1,2014/7/1,0,0,1,1,22.79,0,680,684,9,0,0,9516,78.6,41,1,0,2012/12/16,0,1,0,4,4,4,5,17,13,6,28,4,9,0,0,0,4
199559,199559,4800,3,10.49,155.99,B,B2,976,10+ years,0,39000,0,2017/2/1,0,4,235,8,7.06,0,665,669,15,1,1,3242,17.9,24,1,0,2012/12/17,4,1,1,4,8,8,5,7,2,13,15,8,15,0,0,0,2
